Id	LogicDataFile	Description	TrueDescription	Icon	ActivateLevel	Passivity	RangeMin	RangeMax	SkillCoefficient	TargetType	TargetSelectType	CD	CostHp	CostRage	CostEnergy	CostEnergyCore	CostItemId	BreakType	Category	LevelUpCostType	LiftSkillId	LiftCostItem	LiftCostItemNum	CanStartWhenStiffness	CanStartWhenHitFly	CanStartWhenKnockDown	NextSkillId	QSkillId	ESkillId	LockInputTime	NextInputTime	TargetChooseRange	ShowName	ShowDescription	ShowAtlasPath	ShowIconName	ShowCD	ShowSteps	ShowCostEnergy	ShowDamage	ShowDamagePerLevel	ShowSteps2Dec	ShowSteps3Dec	ShowSteps4Dec
160802	zhankuang/zhankuang_jianchong.dsl	剑冲4-2			0	0			0	2	2	0	0		0	0	0	30		8											2		绞杀		UI_AtlasDynamic/skill/skill	js02	0	1	0	8.3	0.332			
160901	zhankuang/zhankuang_tiaokongsha.dsl	挑空杀4-1			1	0			0	2	2	1	0		0	0	0	30		9							160902				2		挑杀	挑起前方的敌人。	UI_AtlasDynamic/skill/skill	js05	1	1	0	10	1			
160902	zhankuang/zhankuang_tiaokongsha.dsl	挑空杀4-2			1	0			0	2	2	1	0		0	0	0	30		9											2		挑杀		UI_AtlasDynamic/skill/skill	js05	1	1	0	10	1			
161001	zhankuang/zhankuang_tiaozhan.dsl	跳斩4-1			9	0			0	2	2	18	0		24	0	0	30		8											2		跳斩	高高跃起，下落后造成多次打击。	UI_AtlasDynamic/skill/skill	js04	18	1	24	15	0.6			
161101	zhankuang/zhankuang_dafengche.dsl	大风车4-1			1	0			0	2	2	1	0		0	0	0	30		9											2		大风车	在身边形成大风车，对周围造成伤害。	UI_AtlasDynamic/skill/skill	js05	1	1	0	10	1			
161201	zhankuang/zhankuang_chongzhuang.dsl	冲撞4-1			7	0			0	2	2	7	0		7	0	0	20		9											2		冲撞	闪避类技能，可以打断施法。	UI_AtlasDynamic/skill/skill	js03	7	1	7	5.4	0.216			
161202	zhankuang/zhankuang_chongzhuang.dsl	冲撞4-2			0	0			0	2	2	0	0		0	0	0	30		9											2		冲撞		UI_AtlasDynamic/skill/skill	js03	0	1	0	5.4	0.216			
161301	zhankuang/zhankuang_wumangshazhen.dsl	五芒杀阵4-1			30	0			0	2	2	16	0		22	0	0	30		9											2		重锤	多次锤击地面，之后将敌人震开。	UI_AtlasDynamic/skill/skill	js05	16	1	22	10	1			
161401	zhankuang/zhankuang_mieshichongji.dsl	灭世冲击4-1			1	0			0	2	2	14	0		14	0	0	30		9											2		灭世冲击	冲击敌人到空中后落地多段打击。	UI_AtlasDynamic/skill/skill	js05	14	1	14	10	1			
161501	zhankuang/zhankuang_ex.dsl	ex技能			1	0			0	2	2	5	0	300	0	0	0	20	10	9											2		ex技	手指疯狂滑动砍击敌人。	UI_AtlasDynamic/skill/skill	js05	0	1	0	50	2			
161601	zhankuang/zhankuang_huoyantuoye.dsl	火焰拖曳			15	0			0	2	2	9	0		17	0	0	20		9							161602				2		火焰拖曳	聚集前方敌人，再次点击抓取周围敌人拖动造成伤害。	UI_AtlasDynamic/skill/skill	js05	29	1	37	24.6	0.984			
161602	zhankuang/zhankuang_huoyantuoye.dsl	火焰拖曳			1	0			0	2	2	20	0		20	0	0	20		9											2		火焰拖曳		UI_AtlasDynamic/skill/skill	js05	20	1	20	24.6	0.984			
#小怪																																												
300100	npc/Bluelf.dsl	测试			1	0	0	2	0	2	2	1	0		0	0	0	10	5											0	0.5													
300101	npc/Bluelf.dsl	哥布林精英旋风斩			0	0	0	8	0	2	2	10	0		0	0	0																											
300102	npc/Bluelf.dsl	哥布林精英普攻			0	0	0	3	0	2	2	1	0		0	0	0																											
300103	npc/Bluelf.dsl	哥布林小斧劈砍			0	0	0	3	0	2	2	3	0		0	0	0																											
300104	npc/Bluelf.dsl	哥布林小斧跳砍			0	0	0	3	0	2	2	3	0		0	0	0																											
300105	npc/Bluelf.dsl	哥布林长矛			0	0	0	10	0	2	2	3	0		0	0	0																											
300106	npc/Bluelf.dsl	哥布林燃烧瓶			0	0	5	7	0	2	2	3	0		0	0	0																											
300107	npc/Bluelf.dsl	哥布林燃烧瓶40			0	0	35	80	0	2	2	1	0		0	0	0																											
300108	npc/Bluelf.dsl	燃烧瓶			0	0	0	2	0	2	2	1	0		0	0	0																											
300109	npc/Bluelf.dsl	哥布林燃烧瓶35			0	0	24	36	0	2	2	1	0		0	0	0																											
300110	npc/Bluelf.dsl	燃烧瓶			0	0	0	2	0	2	2	1	0		0	0	0																											
300111	npc/Goblin.dsl	哥布林boss连击			0	0	0	4	0	2	2	5	0		0	0	0																											
300112	npc/Goblin.dsl	哥布林boss普攻			0	0	0	4	0	2	2	5	0		0	0	0																											
300113	npc/Goblin.dsl	哥布林boss震荡波			0	0	0	12	0	2	2	10	0		0	0	0																											
300114	npc/Goblin.dsl	哥布林boss蓄力击			0	0	0	5	0	2	2	15	0		0	0	0																											
300115	npc/Goblin.dsl	哥布林boss二连击			0	0	0	4	0	2	2	5	0		0	0	0																											
300116	npc/Goblin.dsl	哥布林boss震荡波召唤物			0	0	0	5	0	2	2	1	0		0	0	0																											
300120	npc/Bluelf.dsl	哥布林燃烧瓶5			0	0	0	8	0	2	2	3	0		0	0	0																											
300121	npc/Bluelf.dsl	哥布林燃烧瓶30			0	0	7	25	0	2	2	1	0		0	0	0																											
300122	npc/Bluelf.dsl	燃烧瓶			0	0	0	2	0	2	2	1	0		0	0	0																											
300201	npc/Blof.dsl	狼人跳跃攻击			0	0	0	7	0	2	2	7	0		0	0	0																											
300202	npc/Blof.dsl	狼人普攻			0	0	0	3	0	2	2	1	0		0	0	0																											
300203	npc/Blof.dsl	骨锤狼人普攻			0	0	0	2	0	2	2	1	0		0	0	0																											
300204	npc/Blof.dsl	骨锤狼人投掷			0	0	0	12	0	2	2	3	0		0	0	0																											
300301	npc/KDArmy.dsl	来福枪兵喷射			0	0	0	3	0	2	2	1	0		0	0	0																											
300302	npc/KDArmy.dsl	火枪兵射击			0	0	0	15	0	2	2	3	0		0	0	0																											
300303	npc/KDArmy.dsl	火枪兵手雷			0	0	5	7	0	2	2	5	0		0	0	0																											
300304	npc/KDArmy.dsl	来福枪兵连续喷射			0	0	0	3	0	2	2	8	0		0	0	0																											
300305	npc/KDArmy.dsl	来福枪兵连续喷射三下			0	0	0	3	0	2	2	8	0		0	0	0																											
300401	npc/SilverShield.dsl	镭射枪兵镭射			0	0	0	15	0	2	2	3	0		0	0	0																											
300402	npc/SilverShield.dsl	镭射枪兵手雷			0	0	5	7	0	2	2	5	0		0	0	0																											
300501	npc/Mouse.dsl	钻地鼠人普攻			0	0	0	2	0	2	2	1	0		0	0	0																											
300502	npc/Mouse.dsl	钻地鼠人翻滚			0	0	0	12	0	2	2	8	0		0	0	0																											
300503	npc/Mouse.dsl	瘟疫鼠人放毒			0	0	0	2	0	2	2	5	0		0	0	0																											
300504	npc/Mouse.dsl	小鼠人普攻			0	0	0	2	0	2	2	4	0		0	0	0																											
300601	npc/BlackSmith.dsl	壮汉单发炮弹			0	0	0	15	0	2	2	3	0		0	0	0																											
300602	npc/BlackSmith.dsl	单发炮弹			0	0	0	3	0	2	2	1	0		0	0	0																											
300603	npc/BlackSmith.dsl	壮汉连发炮弹			0	0	0	15	0	2	2	8	0		0	0	0																											
300604	npc/BlackSmith.dsl	连发炮弹			0	0	0	3	0	2	2	1	0		0	0	0																											
300605	npc/BlackSmith.dsl	壮汉劈砍			0	0	0	3	0	2	2	5	0		0	0	0																											
300606	npc/BlackSmith.dsl	壮汉横抡			0	0	0	3	0	2	2	3	0		0	0	0																											
300701	npc/OEOrc.dsl	独眼巨人抡击			0	0	0	4	0	2	2	3	0		0	0	0																											
300702	npc/OEOrc.dsl	独眼巨人抡砸			0	0	0	4	0	2	2	3	0		0	0	0																											
300703	npc/OEOrc.dsl	独眼巨人跳砸			0	0	0	9	0	2	2	3	0		0	0	0																											
300704	npc/OEOrc.dsl	独眼巨人投石			0	0	0	15	0	2	2	3	0		0	0	0																											
300705	npc/OEOrc.dsl	石头飞行			0	0	0	3	0	2	2	3	0		0	0	0																											
310101	npc/Zombie.dsl	僵尸赤普攻			0	0	0	2	0	2	2	3	0		0	0	0																											
310102	npc/Zombie.dsl	僵尸赤爪击			0	0	0	2	0	2	2	3	0		0	0	0																											
310103	npc/Zombie.dsl	僵尸青爪击			0	0	0	2	0	2	2	3	0		0	0	0																											
310104	npc/Zombie.dsl	僵尸青连击			0	0	0	2	0	2	2	3	0		0	0	0																											
310105	npc/Zombie.dsl	僵尸女啃咬			0	0	0	1	0	2	2	3	0		0	0	0																											
310106	npc/Zombie.dsl	僵尸女爪击			0	0	0	1	0	2	2	3	0		0	0	0																											
310201	npc/Skeleton.dsl	骷髅剑普攻			0	0	0	4	0	2	2	3	0		0	0	0																											
310202	npc/Skeleton.dsl	骷髅剑普攻2			0	0	0	3	0	2	2	3	0		0	0	0																											
310203	npc/Skeleton.dsl	骷髅骨普攻			0	0	0	3	0	2	2	1	0		0	0	0																											
310204	npc/Skeleton.dsl	骷髅骨投掷			0	0	0	12	0	2	2	1	0		0	0	0																											
310205	npc/Skeleton.dsl	骷髅斧普攻			0	0	0	3	0	2	2	3	0		0	0	0																											
310206	npc/Skeleton.dsl	骷髅斧普攻2			0	0	0	3	0	2	2	3	0		0	0	0																											
310301	npc/Miner.dsl	矿工投掷不稳定的水晶			0	0	5	7	0	2	2	3	0		0	0	0																											
310302	npc/Miner.dsl	水晶飞行			0	0	0	3	0	2	2	1	0		0	0	0																											
310303	npc/Miner.dsl	矿工劈砍			0	0	0	3	0	2	2	1	0		0	0	0																											
310304	npc/Miner.dsl	矿工挥砍			0	0	0	3	0	2	2	1	0		0	0	0																											
310401	npc/Necro.dsl	瘟疫弹			0	0	0	15	0	2	2	3	0		0	0	0																											
310402	npc/Necro.dsl	瘟疫弹飞行			0	0	0	3	0	2	2	2	0		0	0	0																											
310403	npc/Necro.dsl	毒性新星			0	0	0	15	0	2	2	8	0		0	0	0																											
310404	npc/Necro.dsl	新型爆发			0	0	0	3	0	2	2	1	0		0	0	0																											
310405	npc/Necro.dsl	瞬移			0	0	0	7	0	2	2	8	0		0	0	0																											
310406	npc/Necro.dsl	召唤			0	0	0	15	0	2	2	8	0		0	0	0																											
310407	npc/Necro.dsl	平移			0	0	0	8	0	2	2	8	0		0	0	0																											
310408	npc/Necro.dsl	平移2			0	0	0	8	0	2	2	8	0		0	0	0																											
320101	npc/TLPMArmy.dsl	剑盾兵劈砍			0	0	0	3	0	2	2	5	0		0	0	0																											
320102	npc/TLPMArmy.dsl	剑盾兵格挡			0	0	0	15	0	2	2	5	0		0	0	0																											
320103	npc/TLPMArmy.dsl	长矛兵横抡			0	0	0	3	0	2	2	5	0		0	0	0																											
320104	npc/TLPMArmy.dsl	长矛兵前刺			0	0	0	4	0	2	2	5	0		0	0	0																											
320105	npc/TLPMArmy.dsl	长矛兵连击			0	0	0	3	0	2	2	5	0		0	0	0																											
320106	npc/TLPMArmy.dsl	弩箭横抡			0	0	0	3	0	2	2	5	0		0	0	0																											
320107	npc/TLPMArmy.dsl	弩箭射箭			0	0	0	15	0	2	2	5	0		0	0	0																											
320108	npc/TLPMArmy.dsl	飞箭			0	0	0	15	0	2	2	5	0		0	0	0																											
320201	npc/SWJ.dsl	盾牌格挡			0	0	0	10	0	2	2	8	0		0	0	0																											
320202	npc/SWJ.dsl	盾牌反击			0	0	-1	-1	0	2	2	3	0		0	0	0																											
320203	npc/SWJ.dsl	剑盾劈砍			0	0	0	3	0	2	2	3	0		0	0	0																											
320204	npc/SWJ.dsl	长矛横抡			0	0	0	4	0	2	2	3	0		0	0	0																											
320205	npc/SWJ.dsl	长矛连击			0	0	0	4	0	2	2	6	0		0	0	0																											
320206	npc/SWJ.dsl	飞轮横抡			0	0	0	4	0	2	2	3	0		0	0	0																											
320207	npc/SWJ.dsl	飞轮投掷			0	0	0	12	0	2	2	5	0		0	0	0																											
320208	npc/SWJ.dsl	飞轮飞行			0	0	0	15	0	2	2	1	0		0	0	0																											
370101	npc/Elite/Bluelf.dsl	哥布林燃烧瓶			0	0	5	7	0	2	2	3	0		0	0	0																											
370102	npc/Elite/Bluelf.dsl	燃烧瓶			0	0	0	2	0	2	2	1	0		0	0	0																											
370103	npc/Elite/Bluelf.dsl	燃烧瓶			0	0	0	2	0	2	2	1	0		0	0	0																											
370104	npc/Elite/Bluelf.dsl	燃烧瓶			0	0	0	2	0	2	2	1	0		0	0	0																											
370201	npc/Elite/TLPMArmy.dsl	弩箭速射			0	0	0	15	0	2	2	5	0		0	0	0																											
370202	npc/Elite/TLPMArmy.dsl	弩箭连射			0	0	0	15	0	2	2	5	0		0	0	0																											
370203	npc/Elite/TLPMArmy.dsl	飞箭			0	0	0	15	0	2	2	5	0		0	0	0																											
370204	npc/Elite/TLPMArmy.dsl	飞轮投掷			0	0	0	12	0	2	2	1	0		0	0	0																											
370205	npc/Elite/TLPMArmy.dsl	飞轮飞行			0	0	0	15	0	2	2	1	0		0	0	0																											
370301	npc/Elite/KDArmy.dsl	火枪兵射击			0	0	0	15	0	2	2	3	0		0	0	0																											
370302	npc/Elite/KDArmy.dsl	来福枪兵喷射			0	0	0	3	0	2	2	1	0		0	0	0																											
370303	npc/Elite/KDArmy.dsl	来福枪兵连射			0	0	0	3	0	2	2	8	0		0	0	0																											
380101	npc/Berserker.dsl	普攻			0	0	0	3	0	2	2	3	0		0	0	0																											
380102	npc/Berserker.dsl	砸地震荡			0	0	0	20	0	2	2	8	0		0	0	0																											
380103	npc/Berserker.dsl	疯狂连砍			0	0	0	15	0	2	2	6	0		0	0	0																											
380104	npc/Berserker.dsl	咆哮			0	0	0	20	0	2	2	12	0		0	0	0																											
380105	npc/Berserker.dsl	位移打击			0	0	0	20	0	2	2	8	0		0	0	0																											
380106	npc/Berserker.dsl	爆气			0	0	0	20	0	2	2	20	0		0	0	0																											
380107	npc/Berserker.dsl	震荡召唤物			0	0	0	20	0	2	2	5	0		0	0	0																											
380108	npc/Berserker.dsl	飞行召唤物			0	0	0	20	0	2	2	5	0		0	0	0																											
380109	npc/Berserker.dsl	飞行召唤物			0	0	0	20	0	2	2	5	0		0	0	0																											
380110	npc/Berserker.dsl	位移打召唤物			0	0	0	20	0	2	2	5	0		0	0	0																											
380201	npc/Xilie.dsl	浮空			0	0	0	3	0	2	2	8	0		0	0	0																											
380202	npc/Xilie.dsl	爆气			0	0	0	20	0	2	2	20	0		0	0	0																											
380203	npc/Xilie.dsl	开炮			0	0	0	20	0	2	2	3	0		0	0	0																											
380204	npc/Xilie.dsl	单发炮弹			0	0	0	20	0	2	2	5	0		0	0	0																											
380205	npc/Xilie.dsl	巨炮打击			0	0	0	20	0	2	2	8	0		0	0	0																											
380206	npc/Xilie.dsl	巨炮落地			0	0	0	20	0	2	2	5	0		0	0	0																											
380207	npc/Xilie.dsl	连发炮弹			0	0	0	20	0	2	2	3	0		0	0	0																											
380208	npc/Xilie.dsl	炮弹轰击			0	0	0	20	0	2	2	5	0		0	0	0																											
380209	npc/Xilie.dsl	冲击			0	0	0	20	0	2	2	10	0		0	0	0																											
380210	npc/Xilie.dsl	连击			0	0	0	3	0	2	2	5	0		0	0	0																											
380301	npc/HuLun.dsl	普攻			0	0	0	6	0	2	2	1	0		0	0	0																											
380302	npc/HuLun.dsl	二连普攻			0	0	0	6	0	2	2	1	0		0	0	0																											
380303	npc/HuLun.dsl	三连普攻			0	0	0	6	0	2	2	1	0		0	0	0																											
380304	npc/HuLun.dsl	挣扎			0	0	0	20	0	2	2	1	0		0	0	0																											
380305	npc/HuLun.dsl	怒吼			0	0	0	6	0	2	2	1	0		0	0	0																											
380306	npc/HuLun.dsl	旋风			0	0	0	10	0	2	2	1	0		0	0	0																											
380307	npc/HuLun.dsl	重劈			0	0	0	8	0	2	2	1	0		0	0	0																											
380308	npc/HuLun.dsl	跳斩			0	0	0	8	0	2	2	1	0		0	0	0																											
380311	npc/HuLun.dsl	普攻			0	0	0	6	0	2	2	1	0		0	0	0																											
380312	npc/HuLun.dsl	二连普攻			0	0	0	6	0	2	2	1	0		0	0	0																											
380313	npc/HuLun.dsl	三连普攻			0	0	0	6	0	2	2	1	0		0	0	0																											
380316	npc/HuLun.dsl	旋风			0	0	0	10	0	2	2	1	0		0	0	0																											
380317	npc/HuLun.dsl	重劈			0	0	0	8	0	2	2	1	0		0	0	0																											
380318	npc/HuLun.dsl	跳斩			0	0	0	8	0	2	2	1	0		0	0	0																											
380401	npc/ZhuLuoFu.dsl	hit			0	0	0	3	0	2	2	1	0		0	0	0																											
390001	npc/Unit.dsl	飞锤			0	0	0	2	0	2	2	1	0		0	0	0																											
390002	npc/Unit.dsl	飞矛			0	0	0	2	0	2	2	1	0		0	0	0																											
390003	npc/Unit.dsl	燃烧瓶			0	0	0	2	0	2	2	1	0		0	0	0																											
390004	npc/Unit.dsl	火枪子弹			0	0	0	2	0	2	2	1	0		0	0	0																											
390005	npc/Unit.dsl	火枪兵手雷			0	0	0	2	0	2	2	1	0		0	0	0																											
390006	npc/Unit.dsl	镭射枪兵手雷			0	0	0	2	0	2	2	1	0		0	0	0																											
390007	npc/Unit.dsl	骷髅掷骨			0	0	0	2	0	2	2	1	0		0	0	0																											
##    伊娜																																												
400001	npc/YiNa/YiNa_Hit_01.dsl	伊娜普攻一段			1	0			0	2	2	0.1	0		0	0	0	100	1								400002			0.3	1				UI_AtlasDynamic\skill\skill	ck01								
400002	npc/YiNa/YiNa_Hit_02.dsl	伊娜普攻二段			1	0			0	2	2	0.1	0		0	0	0	100	1								400003			0.3	1				UI_AtlasDynamic\skill\skill	ck02								
400003	npc/YiNa/YiNa_Hit_03.dsl	伊娜普攻三段			1	0			0	2	2	0.1	0		0	0	0	100	1								400004			0.3	1				UI_AtlasDynamic\skill\skill	ck03								
400004	npc/YiNa/YiNa_Hit_04.dsl	伊娜普攻四段			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1				UI_AtlasDynamic\skill\skill	ck04								
400101	npc/YiNa/YiNa_Skill01_01.dsl	伊娜小突刺			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		小突刺		UI_AtlasDynamic\skill\skill	ck01								
400201	npc/YiNa/YiNa_Skill02_01.dsl	伊娜大突刺			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		大突刺		UI_AtlasDynamic\skill\skill	ck02								
400301	npc/YiNa/YiNa_Skill03_01.dsl	伊娜旋风			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		旋风		UI_AtlasDynamic\skill\skill	ck03								
400401	npc/YiNa/YiNa_Skill04_01.dsl	伊娜前冲			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		前冲		UI_AtlasDynamic\skill\skill	ck01								
400402	npc/YiNa/YiNa_Skill04_02.dsl	伊娜后冲			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		后冲		UI_AtlasDynamic\skill\skill	ck02								
400403	npc/YiNa/YiNa_Skill04_03.dsl	伊娜右冲			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		右冲		UI_AtlasDynamic\skill\skill	ck03								
400404	npc/YiNa/YiNa_Skill04_04.dsl	伊娜左冲			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		左冲		UI_AtlasDynamic\skill\skill	ck04								
400501	npc/YiNa/YiNa_Skill05_01.dsl	伊娜飞镖1			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		飞镖		UI_AtlasDynamic\skill\skill	ck04								
400502	npc/YiNa/YiNa_Skill05_02.dsl	伊娜飞镖2			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		飞镖		UI_AtlasDynamic\skill\skill	ck04								
400503	npc/YiNa/YiNa_Skill05_03.dsl	伊娜飞镖3			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		飞镖		UI_AtlasDynamic\skill\skill	ck04								
400504	npc/YiNa/YiNa_Skill05_04.dsl	伊娜飞镖4			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		飞镖		UI_AtlasDynamic\skill\skill	ck04								
400505	npc/YiNa/YiNa_Skill05_05.dsl	伊娜飞镖5			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		飞镖		UI_AtlasDynamic\skill\skill	ck04								
400511	npc/YiNa/YiNa_Skill05_Bullet01.dsl	飞镖1			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1				UI_AtlasDynamic\skill\skill	ck04								
400512	npc/YiNa/YiNa_Skill05_Bullet02.dsl	飞镖2			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1				UI_AtlasDynamic\skill\skill	ck04								
400513	npc/YiNa/YiNa_Skill05_Bullet03.dsl	飞镖3			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1				UI_AtlasDynamic\skill\skill	ck04								
400514	npc/YiNa/YiNa_Skill05_Bullet04.dsl	飞镖4			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1				UI_AtlasDynamic\skill\skill	ck04								
400515	npc/YiNa/YiNa_Skill05_Bullet05.dsl	飞镖5			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1				UI_AtlasDynamic\skill\skill	ck04								
400516	npc/YiNa/YiNa_Skill05_Bullet06.dsl	飞镖6			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1				UI_AtlasDynamic\skill\skill	ck04								
400517	npc/YiNa/YiNa_Skill05_Bullet07.dsl	飞镖7			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1				UI_AtlasDynamic\skill\skill	ck04								
400518	npc/YiNa/YiNa_Skill05_Bullet08.dsl	飞镖8			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1				UI_AtlasDynamic\skill\skill	ck04								
400519	npc/YiNa/YiNa_Skill05_Bullet09.dsl	飞镖9			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1				UI_AtlasDynamic\skill\skill	ck04								
400601	npc/YiNa/YiNa_Skill06_01.dsl	防御			1	0			0	2	2	0.1	0		0	0	0	100	1											0.3	1		防御		UI_AtlasDynamic\skill\skill	ck04								
