Id	LogicId	GfxLogicId	Description	ImpactType	ImpactTime	BreakSuperArmor	DamageType	ElementType	DamageValue	DamageRate	LevelRate	BuffDataId	MaxRank	AnimationInfo	LockFrameInfo	AnimationType	MoveMode	CurveMove	AdjustPoint	AdjustAppend	AdjustDegreeXZ	AdjustDegreeY	MaxDist	FallDownTime	OnGroundTime	GetUpTime	IsDeadDisappear	CanBeCancel	IsAbsorbHurt	IsReflect	IsDamageDisappear	IsFightDisappear	IsShootDisappear	IsSkillDisappear	Effect0	Effect1	Effect2	Effect3	Effect4	ParamNum	ParamDesc0	Param0	ParamDesc1	Param1	ParamDesc2	Param2	ParamDesc3	Param3	ParamDesc4	Param4	ParamDesc5	Param5	ParamDesc6	Param6	ParamDesc7	Param7
12010201	1	1	突斩二段1	1	1000	FALSE	0			1	0.04	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
12010202	1	2	突斩二段1（浮空）	1	1000	FALSE	0			1	0.04	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.2 0 2 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
12010203	1	1	突斩二段2	1	1000	FALSE	0			1	0.04	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.2 0 0 20 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
12010204	1	2	突斩二段2（浮空）	1	1000	FALSE	0			1	0.04	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.2 0 2 20 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
12010301	1	1	突斩三段1	1	1000	FALSE	0			2	0.08	0	0	0 0.1 0.1 0.1 0.9 0.4 1	0 0.2 1 0.3 0.1 0.5 0.2	1|2	0	0 0.1 0 3 40 0 0 -160	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106		12000402			3	延时	0	HP伤害	-100	怒气值	1										
12020101	1	2	上挑1	1	1000	FALSE	0			1	0.04	0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	0	0 0.2 0 10 10 0 0 -50	0 3 3	0	0.5	0.5	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	1										
12020102	1	2	上挑2	1	1000	FALSE	0			1	0.04	0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	0	0 0.2 0 10 5 0 0 -50	0 3 3	0	0.5	0.5	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	1										
12020103	1	2	上挑3	1	1000	FALSE	0			1	0.04	0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	0	0 0.2 0 20 0 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	1										
12020201	1	2	飞踢1	1	1000	FALSE	0			0.8	0.032	0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	0	0 0.1 0 20 10 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	1										
12020301	1	2	追加一段1	1	1000	FALSE	0			0.6	0.24	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 5 4 0 -10 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	1										
12020302	1	2	追加一段2	1	1000	FALSE	0			0.6	0.24	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1	0	0 0.2 0 5 4 0 -10 -40	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	1										
12020303	1	2	[未入版本]下劈1	1	100	FALSE	0			1	0.048	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.1 0 -50 0 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	1										
12020304	1	2	[未入版本]下劈2	1	1000	FALSE	0			1	0.048	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1	0	0 0.1 0 30 0 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	1										
12020401	1	2	追加二段1	1	1000	TRUE	0			5	0.2	0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	1	0 0.15 0 35 -10 0 0 0 0.35 0 5 0 0 10 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	1										
12030101	1	1	[未入版本]风刃杀一段1	1	1000	FALSE	0			0		0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
12030102	1	2	[未入版本]风刃杀一段1（浮空）	1	1000	FALSE	0			0		0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
12030103	1	0	[未入版本]风刃杀一段加速buff	1	3000	FALSE	0			0		12030101	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.2 0 20 30 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	1										
12030201	1	2	风刃杀二段1	1	1000	FALSE	0			2	0.08	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.18 0 60 0 0 -40 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
12030202	1	1	风刃杀二段1聚怪	1	1000	FALSE	0			0		0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	1	0 0.12 0 0 -20 0 0 0	0 0 0 	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	延时	0	HP伤害	0	怒气值	0										
12030301	1	2	风刃杀三段1	1	1000	FALSE	0			1.1	0.044	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	1	0 0.1 0 10 0 0 0 0	0 3 2	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	延时	0	HP伤害	-100	怒气值	1										
12030302	1	2	风刃杀三段2	1	1000	FALSE	0			1.1	0.044	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	1	0 0.1 -24 10 -8 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
12030303	1	2	风刃杀三段无伤害	1	1000	FALSE	0			0		0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	1	0 0.1 -24 10 -8 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	延时	0	HP伤害	-100	怒气值	1										
12040101	1	0	瞬身一段1	1	1000	FALSE	1			1	0.04	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	0										
12040201	1	0	[未入版本]瞬身二段2	1	1000	FALSE	1			0	0	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
12050101	1	1	瞬身斩 前斩 伤害	1	1000	TRUE	0			4	0.16	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106	12000302				3	延时	0	HP伤害	-100	怒气值	1										
12050102	1	2	瞬身斩 前斩 伤害（浮空）	1	1000	TRUE	0			4	0.16	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 3 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106	12000302				3	延时	0	HP伤害	-100	怒气值	1										
12050201	1	1	瞬身斩 后斩 伤害	1	1000	TRUE	0			9	0.36	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106	12000301				3	延时	0	HP伤害	-100	怒气值	1										
12050202	1	2	瞬身斩 后斩 伤害（浮空）	1	1000	TRUE	0			9	0.36	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 3 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106	12000301				3	延时	0	HP伤害	-100	怒气值	1										
12060101	1	1	影袭一段1 伤害	1	1000	FALSE	0			1.2	0.048	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106		12000402			3	延时	0	HP伤害	-100	怒气值	1										
12060102	1	2	影袭一段1 伤害（浮空）	1	1000	FALSE	0			1.2	0.048	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 3 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106		12000402			3	延时	0	HP伤害	-100	怒气值	1										
12060201	1	1	影袭二段1 伤害	1	1000	FALSE	0			2	0.08	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106		12000402			3	延时	0	HP伤害	-100	怒气值	1										
12060202	1	1	影袭二段2 伤害	1	1000	FALSE	0			2	0.08	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106		12000402			3	延时	0	HP伤害	-100	怒气值	1										
12060203	1	2	影袭二段1 伤害（浮空）	1	1000	FALSE	0			2	0.08	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 3 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106		12000402			3	延时	0	HP伤害	-100	怒气值	1										
12060204	1	2	影袭二段2 伤害（浮空）	1	1000	FALSE	0			2	0.08	0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 3 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106		12000402			3	延时	0	HP伤害	-100	怒气值	1										
12080101	4	0	影子模仿互换（无伤害）	1	5000	FALSE	0		0	0	0	0	0	0 1 1		0	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		150301					2	技能类型	8	第一击ID	120142		0										
12070101	1	1	地面冻结效果（无伤害）	1	10000	TRUE	0		0			0	0	0 0.1 0.1 0.1 0.9 0.4 1	0 15 0	0	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	延时	0	HP伤害	-100	怒气值	0										
12070201	1	2	穿梭效果（无伤害）	1	10000	TRUE	0			7		0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	0	0 0.1 0 12 0 0 0 0 1 0 1 0 0 30 0 2 0 0.2 0 0 30 0 2 0 -0.2 0 0 30 0 1 0 -1 0 0 30 0 0.2 0 0 0 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000601|12000602|12000603|12000604|12000605|12000606					3	延时	0	HP伤害	-100	怒气值	0										
12070301	1	2	EX浮空攻击一段	1	1000	TRUE	0			3	0.08	0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	0	0 0.1 0 2 0 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000601|12000602|12000603|12000604|12000605|12000606	12000701				3	延时	0	HP伤害	-100	怒气值	1										
12070302	1	2	EX浮空攻击二段	1	1000	TRUE	0			5	0.08	0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	0	0 0.4 0 10 0 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000601|12000602|12000603|12000604|12000605|12000606	12000701				3	延时	0	HP伤害	-100	怒气值	1										
#npc效果																							10																																	
30010001	1	1	bluelf test	1	500	FALSE	0				0	0	0	0 0.1 1.3 0.2 0.9 0.3 0.2		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30010002	1	2	hitfly test	1	2500	FALSE	0				0	0	0	0 0.1 1.3 0.2 0.9 0.3 0.2		1|2	0	0 0.2 0 15 12 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30010003	2	0	怪物10秒霸体	1	10000	FALSE	0				0	0	0	0 0.1 1.3 0.2 0.9 0.3 0.2		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							1	霸体类型	0														
30010004	2	0	怪物技能出招0.8秒霸体	1	800	FALSE	0				0	0	0	0 0.1 1.3 0.2 0.9 0.3 0.2		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	延时	0	HP伤害	-100	怒气值	1										
30010005	6	0	盾牌格挡伤害减免	1	10000	FALSE	0				0	0	0						0 5 3								FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10007					1	受伤系数	0.1														
30010006	5	0	去除盾牌格挡伤害减免	1	1000	FALSE	0				0	0	0						0 5 3								FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							2	去除状态id	30010005	类型id：0=impactid，1=logicid，2=gfxid	0												
30010007	7	0	格挡反击	1	10000	FALSE	0				0	0	0						0 5 3								FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							4	技能id	320202	反击效果	30010008	反击特效	Monster_FX/Campaign_Desert/01_TLPMArmy/6_Mon_GeDangBaoDian_01|Bone001	格挡弹开范围	3								
30010008	1	1	格挡反击效果	1	10000	TRUE	0			2	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		0|1|2	1	0 0.3 0 0 7 0 0 -15	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	延时	0	HP伤害	-100	怒气值	1										
30010009	8	0	小boss通用护盾impact伤害吸收	1	100000	FALSE	0		0		0	0	0				0	1 0.1 0 7 10 0 0 0 0.1 0 0 10 0 0 -80	1 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE						 	2	破盾伤害	0.15	盾の特效	Monster_FX/Campaign_Wild/6_Monster_HuDun_01												
30010010	9	0	小boss通用护盾impact连击破盾	1	100000	FALSE	0		0		0	0	0				0	1 0.1 0 7 10 0 0 0 0.1 0 0 10 0 0 -80	1 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	破盾次数	10	刷新间隔	2	盾の特效	Monster_FX/Campaign_Wild/6_Monster_HuDun_02										
30010100	2	0	哥布林精英自身霸体	1	3000	FALSE	0				0	0	0	0 0.1 1.3 0.2 0.9 0.3 0.2		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							1	霸体类型	0														
30010101	1	1	哥布林精英旋风斩	1	500	FALSE	0			1.1	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.3 0 0 7 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30010201	1	1	哥布林精英挥砍	1	500	FALSE	0			1.2	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.12 0 0 10 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30010301	1	1	哥布林小斧挥砍	1	500	FALSE	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 8 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
30010401	1	1	哥布林小斧跳砍	1	500	FALSE	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 8 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
30010501	1	1	哥布林长矛	1	500	FALSE	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
30010600	1	0	哥布林燃烧瓶飞行	1	500	FALSE	0			0	0	0	0			1|2	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	延时	0	HP伤害	-100	怒气值	1										
30010601	1	1	哥布林燃烧瓶爆炸	1	500	FALSE	0			1.2	0	0	0	0 0.6 1		0	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
30010602	1	0	哥布林燃烧瓶燃烧	1	500	FALSE	0			0.5	0	0	0	0 0.6 1		0	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	延时	0	HP伤害	-100	怒气值	1										
30011101	1	1	哥布林boss连击1	1	500	FALSE	0				0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30011102	1	1	哥布林boss连击2	1	500	FALSE	0				0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30011201	1	1	哥布林boss普攻	1	500	FALSE	0				0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30011301	1	2	哥布林boss震荡波	1	2500	FALSE	0			1.5	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.05 0 25 8 0 10 0 0.9 0 3 1 0 15 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30011401	1	2	哥布林boss蓄力击	1	2500	FALSE	0			2.7	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.1 0 18 12 0 0 0 0.9 0 5 12 0 8 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30011402	2	0	哥布林boss技能霸体	1	4333	FALSE	0				0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							1		0														
30011501	1	1	哥布林boss二连击1	1	500	FALSE	0				0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30011502	1	1	哥布林boss二连击2	1	500	FALSE	0				0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.3 0 0 5 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30020101	1	1	骨爪狼人跳跃攻击1	1	500	FALSE	0			1	0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.15 0 0 10 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30020102	1	1	骨爪狼人跳跃攻击2	1	500	FALSE	0				0	0	0	0 0.2 1.1 0.2 0.3 0.5 0.8		1|2	0	0 0.1 0 0 8 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30020201	1	1	骨爪狼人普攻	1	500	FALSE	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.2 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10005					3	延时	0	HP伤害	-100	怒气值	1										
30020301	1	1	骨锤狼人普攻	1	500	FALSE	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 0 9 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
30020401	1	1	骨锤狼人投掷	1	500	FALSE	0				0	0	0	0 0.1 3 0.2 1.5		1|2	0	0 0.1 0 1 3 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
30030101	1	1	来福枪喷射	1	500	FALSE	0			1.2	0	0	0	0 0.1 3 0.2 1.5		0|1|2	0	0 0.2 0 0 6 0 0 -20	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
30030201	1	1	火枪兵子弹	1	500	FALSE	0				0	0	0	0 0.1 3 0.2 1.5		0|1|2	0	0 0.1 0 0 5 0 0 -50	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
30030301	1	0	火枪兵扔雷	1	500	FALSE	0			0	0	0	0			1|2	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	延时	0	HP伤害	-100	怒气值	1										
30030302	1	1	火枪兵手雷爆炸	1	500	FALSE	0			1.5	0	0	0	0 0.6 1		0	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
30030401	1	1	来福枪连续喷射	1	500	FALSE	0			0.8	0	0	0	0 0.1 3 0.2 1.5		0|1|2	0	0 0.2 0 0 6 0 0 -20	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
30030501	1	1	来福枪连续喷射	1	500	FALSE	0			0.6	0	0	0	0 0.1 3 0.2 1.5		0|1|2	0	0 0.2 0 0 6 0 0 -20	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
30040101	1	1	镭射枪兵镭射	1	500	FALSE	0			0.6	0	0	0	0 0.1 1.3 0.2 0.9 0.3 0.2		0|1|2	0	0 0.2 0 0 5 0 0 -20	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
30040201	1	0	镭射枪兵扔雷	1	500	FALSE	0			0	0	0	0			1|2	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	延时	0	HP伤害	-100	怒气值	1										
30040202	1	1	镭射枪兵手雷爆炸	1	500	FALSE	0				0	0	0	0 0.6 1		0	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		10004					3	延时	0	HP伤害	-100	怒气值	1										
