Id	GoldSum	GoldMin	GoldMax	Exp	Diamond	HpCount	HpPercent	MpCount	MpPercent	GoldModel	GoldParticle	HpModel	HpParticle	MpModel	MpParticle	ItemCount	Item0	Count0	Weight0	Item1	Count1	Weight1	Item2	Count2	Weight2	Item3	Count3	Weight3
10017	260			808						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10018	270			870						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10019	9260			932						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10020	280			1506	20					Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10021	300			900						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10022	320			994						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10023	340			1088						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10024	360			1182						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10025	380			1276						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10026	400			1370						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10027	420			1464						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10028	12060			1558						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10029	440			1652	30					Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10030	1950			1568						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10031	2000			1663						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10032	2050			1758						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10033	2100			1853						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10034	2150			1948						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10035	2200			2043						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10036	2250			2138						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10037	2300			2233						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10038	2350			2328						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10039	2400			2423						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
10040	2500			2518						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
20001	5100									Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
20002	5200									Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
20003	5300									Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
21001	23400																											
21002	112000																											
#每日经验、钻石任务奖励																												
40001				99999						Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
50001					50					Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
60001	10000									Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
70001					10					Monster_FX/Public/Gold	Monster_FX/Public/6_Public_Gold_02	Monster_FX/Public/Health	Monster_FX/Public/6_Public_Hp_02	Monster_FX/Public/Mana	Monster_FX/Public/6_Public_Mp_02													
#各种第一次通关奖励第一章，1011测试用，会删																												
10111			500													1	101001	10										
10121			600													1	101001	10										
10131			800													1	23103	1										
10141			1100													1	23101	1										
10151																1	23102	1										
10161																1	23105	1										
10171																1	34101	1										
10181																1	101001	12										
10191																1	35105	1										
#第二章																												
10211			10000													1	101001	20										
10221			12000													1	101001	24										
10231																1	34102	1										
10241																1	101001	26										
10251																1	101001	28										
10261																1	54106	1										
10271																1	101001	30										
10281																1	34104	1										
10291																1	34103	1										
#第三章																												
10311																1	101002	20										
10321																1	101002	22										
10331																1	101002	24										
10341																1	101002	26										
10351																1	101002	28										
10361																1	101002	30										
10371																1	45105	1										
10381																1	101002	32										
10391																1	101002	34										
#精英关卡																												
#第一章																												
20111																1	35101	1										
20121																1	35104	1										
20131																1	101001	20										
20141																1	35102	1										
20151																1	101001	21										
20161																1	101001	22										
20171																1	35106	1										
20181																1	101001	23										
20191																1	35105	1										
20112			15000													1	101001	24										
20122			16500													1	101001	25										
20132			18000													1	101001	26										
20142			19500													1	101001	27										
20152			21000													1	101001	28										
20162			22500													1	101001	29										
20172			24000													1	101001	30										
20182			25500													1	101001	31										
20192			27000													1	101001	32										
20113					100											1	101001	33										
20123					100											1	101001	34										
20133					100											1	101001	35										
20143					100											1	101001	36										
20153					100											1	101001	37										
20163					100											1	101001	38										
20173					100											1	101001	39										
20183					100											1	101001	40										
20193					100											1	101001	41										
#第二章																												
20211																1	101002	20										
20221																1	101002	22										
20231																1	45102	1										
20241																1	101002	24										
20251																1	101002	26										
20261																1	45103	1										
20271																1	101002	28										
20281																1	101002	30										
20291																1	45104	1										
20212			20000													1	101002	30										
20222			22000													1	101002	32										
20232			24000													1	101002	34										
20242			26000													1	101002	36										
20252			28000													1	101002	38										
20262			30000													1	101002	40										
20272			32000													1	101002	42										
20282			34000													1	101002	44										
20292																1	101002	46										
20213					100											1	101002	48										
20223					100											1	101002	50										
20233					100											1	101002	52										
20243					100											1	101002	54										
20253					100											1	101002	56										
20263					100											1	101002	58										
20273					100											1	101002	60										
20283					100											1	101002	62										
20293					100											1	101002	64										
#第三章																												
20311																1	101003	20										
20321																1	101003	22										
20331																1	101003	24										
20341																1	101003	26										
20351																1	45202	1										
20361																1	45203	1										
20371																1	54101	1										
20381																1	45204	1										
20391																1	54102	1										
20312			30000													1	101003	28										
20322			33000													1	101003	30										
20332			36000													1	101003	32										
20342			39000													1	101003	34										
20352			42000													1	101003	36										
20362			45000													1	101003	38										
20372			48000													1	101003	40										
20382			51000													1	101003	42										
20392			54000													1	101003	44										
20313					100											1	101003	46										
20323					100											1	101003	48										
20333					100											1	101003	50										
20343					100											1	101003	52										
20353					100											1	101003	54										
20363					100											1	101003	56										
20373					100											1	101003	58										
20383					100											1	101003	60										
20393					100											1	101003	62										
