ItemId	ItemName	ItemTrueName	ItemType	Description	CanWear	WearParts	Grade	CanUpgrade	CanDeve	ElementType	AttachedProperty	Inlay	Weight	UseLogicId	UseResultDesc	UseResultData	AddBuffOnEquiping	AddSkillOnEquiping	ShowInShop	Model	UiModel	MaxStackNum	ConsumeItems	ConsumeMoney	PropertyRank	AddExp	AddMoney	AddBuffer	AddHpMax	AddEpMax	AddAd	AddADp	AddMDp	AddCri	AddPow	AddBackHitPow	AddCrackPow	AddHpRecover	AddEpRecover	AddSpd	AddFireDam	AddFireErd	AddIceDam	AddIceErd	AddPoisonDam	AddPoisonErd	AddWeight	AddRps	AddAttackRange	Introduce	ItemSkillFirst	ItemSkillSecond	ItemSkillThird	NormalIcon	BigIcon	SellingPrice	SellGainGoldProb	SellGainGoldNum	LevelUpAddHpMax	LevelUpAddEpMax	LevelUpAddAd	LevelUpAddADp	LevelUpAddMDp
55103	月神·幻羽衣	UI/GoodsPhoto/55103	衣服	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	2		TRUE	TRUE		55016|55017|55018|55019|55020|55021|55022|55023|55024|55025|55026|55027|55028|55029|55030|55031|55032|55033|55034											1			5				40000			3240																								1	0.5	1	3600			540	
55104	月神·夜影靴	UI/GoodsPhoto/55104	鞋子	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	3		TRUE	TRUE		55016|55017|55018|55019|55020|55021|55022|55023|55024|55025|55026|55027|55028|55029|55030											1			5							2160	2160																							1	0.5	1				360	360
55105	月神·月牙坠	UI/GoodsPhoto/55105	饰品	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	4		TRUE	TRUE		55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015											1			5						2400																									1	0.5	1			288		
55106	月神·流星戒	UI/GoodsPhoto/55106	指环	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	5		TRUE	TRUE		55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015											1			5				16000		2400																									1	0.5	1	1440		288		
55107	月神·狩猎刃	UI/GoodsPhoto/55107	武器	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	0		TRUE	TRUE	1	55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015											1			5						7200																									1	0.5	1			864		
55108	月神·倩影套	UI/GoodsPhoto/55107	武器	美丽善良的月神，总是在夜晚守护着征战的勇士	TRUE	0		TRUE	TRUE	1	55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015											1			5						7200																									1	0.5	1			864		
55111	巨人·开山剑	UI/GoodsPhoto/55101	武器	巨人是最古老的生命，他们掌控着自然的力量	TRUE	0		TRUE	TRUE	1	46001|46002|46003											1			5						7200																									1	0.5	1			864		
55112	巨人·龙骨盔	UI/GoodsPhoto/55102	帽子	巨人是最古老的生命，他们掌控着自然的力量	TRUE	1		TRUE	TRUE		46004|46005|46006											1			5				24000				3240																							1	0.5	1	2160				540
55113	巨人·力士铠	UI/GoodsPhoto/55103	衣服	巨人是最古老的生命，他们掌控着自然的力量	TRUE	2		TRUE	TRUE		46004|46005|46006											1			5				40000			3240																								1	0.5	1	3600			540	
55114	巨人·巨石靴	UI/GoodsPhoto/55104	鞋子	巨人是最古老的生命，他们掌控着自然的力量	TRUE	3		TRUE	TRUE		46004|46005|46006											1			5							2160	2160																							1	0.5	1				360	360
55115	巨人·护身符	UI/GoodsPhoto/55105	饰品	巨人是最古老的生命，他们掌控着自然的力量	TRUE	4		TRUE	TRUE		46001|46002|46003											1			5						2400																									1	0.5	1			288		
55116	巨人·石护指	UI/GoodsPhoto/55106	指环	巨人是最古老的生命，他们掌控着自然的力量	TRUE	5		TRUE	TRUE		46001|46002|46003											1			5				16000		2400																									1	0.5	1	1440		288		
55122	翼人·鸟巢帽	UI/GoodsPhoto/55102	帽子	翼人是天空的守护者，神的子女	TRUE	1		TRUE	TRUE		46004|46005|46006											1			5				24000				3240																							1	0.5	1	2160				540
55123	翼人·百鸟衣	UI/GoodsPhoto/55103	衣服	翼人是天空的守护者，神的子女	TRUE	2		TRUE	TRUE		46004|46005|46006											1			5				40000			3240																								1	0.5	1	3600			540	
55124	翼人·飞鸟鞋	UI/GoodsPhoto/55104	鞋子	翼人是天空的守护者，神的子女	TRUE	3		TRUE	TRUE		46004|46005|46006											1			5							2160	2160																							1	0.5	1				360	360
55125	翼人·鸟蛋链	UI/GoodsPhoto/55105	饰品	翼人是天空的守护者，神的子女	TRUE	4		TRUE	TRUE		46001|46002|46003											1			5						2400																									1	0.5	1			288		
55126	翼人·羽戒	UI/GoodsPhoto/55106	指环	翼人是天空的守护者，神的子女	TRUE	5		TRUE	TRUE		46001|46002|46003											1			5				16000		2400																									1	0.5	1	1440		288		
55127	翼人·鹰爪刺	UI/GoodsPhoto/55107	武器	翼人是天空的守护者，神的子女	TRUE	0		TRUE	TRUE	1	46001|46002|46003											1			5						7200																									1	0.5	1			864		
55132	精灵·冰晶盔	UI/GoodsPhoto/55102	帽子	精灵族喜欢森林，擅长狩猎，拥有天生的强大灵力	TRUE	1		TRUE	TRUE		46004|46005|46006											1			5				24000				3240																							1	0.5	1	2160				540
55133	精灵·叶袍	UI/GoodsPhoto/55103	衣服	精灵族喜欢森林，擅长狩猎，拥有天生的强大灵力	TRUE	2		TRUE	TRUE		46004|46005|46006											1			5				40000			3240																								1	0.5	1	3600			540	
55134	精灵·蝉翼鞋	UI/GoodsPhoto/55104	鞋子	精灵族喜欢森林，擅长狩猎，拥有天生的强大灵力	TRUE	3		TRUE	TRUE		46004|46005|46006											1			5							2160	2160																							1	0.5	1				360	360
55135	精灵·晶人坠	UI/GoodsPhoto/55105	饰品	精灵族喜欢森林，擅长狩猎，拥有天生的强大灵力	TRUE	4		TRUE	TRUE		46001|46002|46003											1			5						2400																									1	0.5	1			288		
55136	精灵·弓形戒	UI/GoodsPhoto/55106	指环	精灵族喜欢森林，擅长狩猎，拥有天生的强大灵力	TRUE	5		TRUE	TRUE		46001|46002|46003											1			5				16000		2400																									1	0.5	1	1440		288		
55138	精灵·箭拳套	UI/GoodsPhoto/55107	武器	精灵族喜欢森林，擅长狩猎，拥有天生的强大灵力	TRUE	0		TRUE	TRUE	1	46001|46002|46003											1			5						7200																									1	0.5	1			864		
55201	死神·嗜血刀	UI/GoodsPhoto/55201	武器	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	0		TRUE	TRUE	1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											1			5						7200																									1	0.5	1			864		
55202	死神·幽灵盔	UI/GoodsPhoto/55202	帽子	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	1		TRUE	TRUE		54016|54017|54018|54019|54020|54021|54022|54023|54024|54025|54026|54027|54028|54029|54030											1			5				24000				3240																							1	0.5	1	2160				540
55203	死神·魔星袍	UI/GoodsPhoto/55203	衣服	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	2		TRUE	TRUE		54016|54017|54018|54019|54020|54021|54022|54023|54024|54025|54026|54027|54028|54029|54030											1			5				40000			3240																								1	0.5	1	3600			540	
55204	死神·蚀骨靴	UI/GoodsPhoto/55204	鞋子	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	3		TRUE	TRUE		54016|54017|54018|54019|54020|54021|54022|54023|54024|54025|54026|54027|54028|54029|54030											1			5							2160	2160																							1	0.5	1				360	360
55205	死神·黑心链	UI/GoodsPhoto/55205	饰品	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	4		TRUE	TRUE		54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											1			5						2400																									1	0.5	1			288		
55206	死神·毒蛇戒	UI/GoodsPhoto/55206	指环	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	5		TRUE	TRUE		54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											1			5				16000		2400																									1	0.5	1	1440		288		
55207	死神·夺命刃	UI/GoodsPhoto/55207	武器	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	0		TRUE	TRUE	1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											1			5						7200																									1	0.5	1			864		
55208	死神·幽冥套	UI/GoodsPhoto/55207	武器	死神，生命的终结者，追逐血腥和尸腐之气，乐见仇恨与厮杀	TRUE	0		TRUE	TRUE	1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											1			5						7200																									1	0.5	1			864		
55211	非凡·斗神剑	UI/GoodsPhoto/55201	武器	拥有与神相战的非凡力量	TRUE	0		TRUE	TRUE	1	46010|46011|46012											1			5						7200																									1	0.5	1			864		
55212	非凡·极光盔	UI/GoodsPhoto/55202	帽子	拥有与神相战的非凡力量	TRUE	1		TRUE	TRUE		46010|46011|46012											1			5				24000				3240																							1	0.5	1	2160				540
55213	非凡·龙脊甲	UI/GoodsPhoto/55203	衣服	拥有与神相战的非凡力量	TRUE	2		TRUE	TRUE		46010|46011|46012											1			5				40000			3240																								1	0.5	1	3600			540	
55214	非凡·飞龙鞋	UI/GoodsPhoto/55204	鞋子	拥有与神相战的非凡力量	TRUE	3		TRUE	TRUE		46010|46011|46012											1			5							2160	2160																							1	0.5	1				360	360
55215	非凡·荣誉章	UI/GoodsPhoto/55205	饰品	拥有与神相战的非凡力量	TRUE	4		TRUE	TRUE		46010|46011|46012											1			5						2400																									1	0.5	1			288		
55216	非凡·恶狼戒	UI/GoodsPhoto/55206	指环	拥有与神相战的非凡力量	TRUE	5		TRUE	TRUE		46010|46011|46012											1			5				16000		2400																									1	0.5	1	1440		288		
55222	卓越·女神帽	UI/GoodsPhoto/55202	帽子	卓尔不凡，超越极限	TRUE	1		TRUE	TRUE		46010|46011|46012											1			5				24000				3240																							1	0.5	1	2160				540
55223	卓越·金缕衣	UI/GoodsPhoto/55203	衣服	卓尔不凡，超越极限	TRUE	2		TRUE	TRUE		46010|46011|46012											1			5				40000			3240																								1	0.5	1	3600			540	
55224	卓越·女王鞋	UI/GoodsPhoto/55204	鞋子	卓尔不凡，超越极限	TRUE	3		TRUE	TRUE		46010|46011|46012											1			5							2160	2160																							1	0.5	1				360	360
55225	卓越·玲珑心	UI/GoodsPhoto/55205	饰品	卓尔不凡，超越极限	TRUE	4		TRUE	TRUE		46010|46011|46012											1			5						2400																									1	0.5	1			288		
55226	卓越·蝶翼戒	UI/GoodsPhoto/55206	指环	卓尔不凡，超越极限	TRUE	5		TRUE	TRUE		46010|46011|46012											1			5				16000		2400																									1	0.5	1	1440		288		
55227	卓越·血手刀	UI/GoodsPhoto/55207	武器	卓尔不凡，超越极限	TRUE	0		TRUE	TRUE	1	46010|46011|46012											1			5						7200																									1	0.5	1			864		
55232	传说·魔王帽	UI/GoodsPhoto/55202	帽子	传说中有毁天灭地的力量	TRUE	1		TRUE	TRUE		46010|46011|46012											1			5				24000				3240																							1	0.5	1	2160				540
55233	传说·贤者袍	UI/GoodsPhoto/55203	衣服	传说中有毁天灭地的力量	TRUE	2		TRUE	TRUE		46010|46011|46012											1			5				40000			3240																								1	0.5	1	3600			540	
55234	传说·无影靴	UI/GoodsPhoto/55204	鞋子	传说中有毁天灭地的力量	TRUE	3		TRUE	TRUE		46010|46011|46012											1			5							2160	2160																							1	0.5	1				360	360
55235	传说·护法令	UI/GoodsPhoto/55205	饰品	传说中有毁天灭地的力量	TRUE	4		TRUE	TRUE		46010|46011|46012											1			5						2400																									1	0.5	1			288		
55236	传说·长老戒	UI/GoodsPhoto/55206	指环	传说中有毁天灭地的力量	TRUE	5		TRUE	TRUE		46010|46011|46012											1			5				16000		2400																									1	0.5	1	1440		288		
55238	传说·风雷手	UI/GoodsPhoto/55207	武器	传说中有毁天灭地的力量	TRUE	0		TRUE	TRUE	1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											1			5						7200																									1	0.5	1			864		
56101	守护神·光剑	UI/GoodsPhoto/56101	武器	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	0		TRUE	TRUE	1	55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015											1			5						8160																									1	0.5	1			864		
56102	守护神·光环	UI/GoodsPhoto/56102	帽子	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	1		TRUE	TRUE		55016|55017|55018|55019|55020|55021|55022|55023|55024|55025|55026|55027|55028|55029|55030											1			5				26400				3840																							1	0.5	1	2160				540
56103	守护神·战袍	UI/GoodsPhoto/56103	衣服	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	2		TRUE	TRUE		55016|55017|55018|55019|55020|55021|55022|55023|55024|55025|55026|55027|55028|55029|55030|55031|55032|55033|55034											1			5				44000			3840																								1	0.5	1	3600			540	
56104	守护神·光靴	UI/GoodsPhoto/56104	鞋子	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	3		TRUE	TRUE		55016|55017|55018|55019|55020|55021|55022|55023|55024|55025|55026|55027|55028|55029|55030											1			5							2560	2560																							1	0.5	1				360	360
56105	守护神·颈圈	UI/GoodsPhoto/56105	饰品	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	4		TRUE	TRUE		55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015											1			5						2720																									1	0.5	1			288		
56106	守护神·光戒	UI/GoodsPhoto/56106	指环	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	5		TRUE	TRUE		55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015											1			5				17600		2720																									1	0.5	1	1440		288		
56107	守护神·光匕	UI/GoodsPhoto/56107	武器	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	0		TRUE	TRUE	1	55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015											1			5						8160																									1	0.5	1			864		
56108	守护神·光套	UI/GoodsPhoto/56107	武器	拥有天使的光环，女神的魔力，带着怜悯与同情守护人间	TRUE	0		TRUE	TRUE	1	55001|55002|55003|55004|55005|55006|55007|55008|55009|55010|55011|55012|55013|55014|55015											1			5						8160																									1	0.5	1			864		
56201	战神·杀戮剑	UI/GoodsPhoto/56201	武器	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	0		TRUE	TRUE	1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											1			5						8160																									1	0.5	1			864		
56202	战神·长胜冠	UI/GoodsPhoto/56202	帽子	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	1		TRUE	TRUE		54016|54017|54018|54019|54020|54021|54022|54023|54024|54025|54026|54027|54028|54029|54030											1			5				26400				3840																							1	0.5	1	2160				540
56203	战神·圣凯甲	UI/GoodsPhoto/56203	衣服	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	2		TRUE	TRUE		54016|54017|54018|54019|54020|54021|54022|54023|54024|54025|54026|54027|54028|54029|54030											1			5				44000			3840																								1	0.5	1	3600			540	
56204	战神·无敌靴	UI/GoodsPhoto/56204	鞋子	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	3		TRUE	TRUE		54016|54017|54018|54019|54020|54021|54022|54023|54024|54025|54026|54027|54028|54029|54030											1			5							2560	2560																							1	0.5	1				360	360
56205	战神·爱妻链	UI/GoodsPhoto/56205	饰品	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	4		TRUE	TRUE		54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											1			5						2720																									1	0.5	1			288		
56206	战神·爱子戒	UI/GoodsPhoto/56206	指环	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	5		TRUE	TRUE		54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											1			5				17600		2720																									1	0.5	1	1440		288		
56207	战神·透骨匕	UI/GoodsPhoto/56207	武器	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	0		TRUE	TRUE	1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											1			5						8160																									1	0.5	1			864		
56208	战神·神拳套	UI/GoodsPhoto/56207	武器	独臂持剑却不失威风，战神提尔是每一个战士心中的英雄	TRUE	0		TRUE	TRUE	1	54001|54002|54003|54004|54005|54006|54007|54008|54009|54010|54011|54012|54013|54014|54015											1			5						8160																									1	0.5	1			864		
91001	庆典狂欢	UI/GoodsPhoto/1006	时装		TRUE	6		FALSE	TRUE													1			1				5000		1000																									1	0.5	1					
91002	金蛇乱舞	UI/GoodsPhoto/1006	时装		TRUE	6		FALSE	TRUE		91002											1			5				100000		20000																									1	0.5	1					
91003	踏雪追月	UI/GoodsPhoto/1006	时装		TRUE	6		FALSE	TRUE		91002											1			5				200000		40000																									1	0.5	1					
92001	芙蕾雅羽翼	UI/GoodsPhoto/1006	星相		TRUE	7		FALSE	TRUE		91002											1			5				200000		40000																									1	0.5	1					
92002	弗丽嘉金披风	UI/GoodsPhoto/1006	星相		TRUE	7		FALSE	TRUE		91002											1			5				200000		40000																									1	0.5	1					
101001	风之精华	UI/GoodsPhoto/101001	精华					FALSE	FALSE													999			2																															1	0.5	1					
101002	水之精华	UI/GoodsPhoto/101002	精华					FALSE	FALSE													999			2																															1	0.5	1					
101003	暗之精华	UI/GoodsPhoto/101003	精华					FALSE	FALSE													999			2																															1	0.5	1					
101004	地之精华	UI/GoodsPhoto/101004	精华					FALSE	FALSE													999			2																															1	0.5	1					
101005	生命精华	UI/GoodsPhoto/1	精华					FALSE	FALSE													999			2																															1	0.5	1					
101006	火之精华	UI/GoodsPhoto/1	精华					FALSE	FALSE													999			2																															1	0.5	1					
101007	死亡精华	UI/GoodsPhoto/1	精华					FALSE	FALSE													999			2																															1	0.5	1					
101010	霜月星屑杯	UI_Shenqi_03	神器	霜月星屑杯凝集了星月的无限能量，是奥丁神妻子的心爱之物				TRUE	FALSE		101010											1			5				2000		400																									1	0.5	1	2000		300	300	300
101020	冥海兽魂	UI_Shenqi_02	神器	冥海鬼域中凝聚千年的兽魂，拥有毁天灭地的恐怖力量				TRUE	FALSE		101020											1			5				4000		800																									1	0.5	1	2200		350	250	250
101030	日曜烈炎剑	UI_Shenqi_01	神器	上古时代遗留的绝世宝剑，据说是战神提尔用来斩杀远古怪兽之神器				TRUE	FALSE		101030											1			5				8000		1600																									1	0.5	1	1300		500	200	200
101040	贝灵圣痕盾	UI_Shenqi_04	神器	奥丁送给私生子瓦利的上古神器，具有守护主人的强大治愈力				TRUE	FALSE		101040											1			5				10000		2000																									1	0.5	1	2500		450	250	250
101050	野兽之魂	UI/GoodsPhoto/1006	神器					TRUE	FALSE													1			5				10000		2000																									1	0.5	1	2000		400	250	250
101060	烈焰之星	UI/GoodsPhoto/1006	神器					TRUE	FALSE													1			5				10000		2000																									1	0.5	1	2000		400	250	250
101070	死亡之源	UI/GoodsPhoto/1006	神器					TRUE	FALSE													1			5				10000		2000																									1	0.5	1	2000		400	250	250
200001	橙装碎片1	UI/GoodsPhoto/101001	精华					FALSE	FALSE													999			5																															1	0.5	1					
200002	橙装碎片2	UI/GoodsPhoto/101001	精华					FALSE	FALSE													999			5																															1	0.5	1					
200003	橙装碎片3	UI/GoodsPhoto/101001	精华					FALSE	FALSE													999			5																															1	0.5	1					
200004	橙装碎片4	UI/GoodsPhoto/101001	精华					FALSE	FALSE													999			5																															1	0.5	1					
200005	橙装碎片5	UI/GoodsPhoto/101001	精华					FALSE	FALSE													999			5																															1	0.5	1					
200006	橙装碎片6	UI/GoodsPhoto/101001	精华					FALSE	FALSE													999			5																															1	0.5	1					
916011	旋风斩符石	UI/GoodsPhoto/916011	技能符石					FALSE	FALSE													999			2																															1	0.5	1					
916021	风轮斩符石	UI/GoodsPhoto/916021	技能符石					FALSE	FALSE													999			2																															1	0.5	1					
916031	闪身符石	UI/GoodsPhoto/916031	技能符石					FALSE	FALSE													999			2																															1	0.5	1					
916041	巨力挑空符石	UI/GoodsPhoto/916041	技能符石					FALSE	FALSE													999			2																															1	0.5	1					
916051	巨剑冲击符石	UI/GoodsPhoto/916051	技能符石					FALSE	FALSE													999			2																															1	0.5	1					
916061	剑拖曳符石	UI/GoodsPhoto/916061	技能符石					FALSE	FALSE													999			2																															1	0.5	1					
916071	疯狂连斩符石	UI/GoodsPhoto/916071	技能符石					FALSE	FALSE													999			2																															1	0.5	1					
916081	剑冲符石	UI/GoodsPhoto/916081	技能符石					FALSE	FALSE													999			2																															1	0.5	1					
916091	挑空杀符石	UI/GoodsPhoto/916091	技能符石					FALSE	FALSE													999			2																															1	0.5	1					
